title,link,image,author,price,discount,publisher,pubdate,isbn,description
<b>파리의 아파트</b>,http://book.naver.com/bookdb/book_detail.php?bid=12785223,https://bookthumb-phinf.pstatic.net/cover/127/852/12785223.jpg?type=m1&udate=20210527,기욤 뮈소,14500,13050,밝은세상,20171205,8984373354 9788984373358,"세상에서 가장 아들을 사랑한 아버지를 만난다!기욤 뮈소의 본격 스릴러 『<b>파리의 아파트</b>』. 죽기 직전까지 납치된 아들의 생존을 확신하고 찾아 헤매지만 끝내 뜻을 이루지 못하고 심장병으로 유명을 달리한 천재화가 숀 로렌츠, 그가 죽기 전에 남긴 그림 석 점과 납치된 아들을 찾아 나선 전직 형사 매들린과... "
<b>연애의 행방</b>,http://book.naver.com/bookdb/book_detail.php?bid=17651265,https://bookthumb-phinf.pstatic.net/cover/176/512/17651265.jpg?type=m1&udate=20211208,히가시노 게이고,14800,13320,소미미디어,20201224,116611323X 9791166113239,"2018년 발매되어 20만 독자의 사랑을 받은 히가시노 게이고 표 로맨틱 코미디, 《<b>연애의 행방</b>》이 새로이 개정증보판으로 발매되었다. 《<b>연애의 행방</b>》은 고타와 미유키, 히다와 모모미 등 등장인물 사이의 인연이 얽히고설키며 복잡하게 화살표를 그리던 <b>연애의 행방</b>이 어디로 향하는지 수많은 독자들에게... "
<b>알사탕</b>,http://book.naver.com/bookdb/book_detail.php?bid=11821551,https://bookthumb-phinf.pstatic.net/cover/118/215/11821551.jpg?type=m1&udate=20220324,백희나,12000,10800,책읽는곰,20170325,1158360371 9791158360375,"마음을 전하는 마법의 <b>알사탕</b>!

동동이가 <b>알사탕</b>을 먹자 이상한 소리가 들려오기 시작했어요. 원래는 들을 수 없던 마음의 소리가 들린 것입니다. 바로... 정말 이상한 <b>알사탕</b>이에요. 그렇다면 다른 <b>알사탕</b>은 누구의 목소리를 들려주게 될까요?

세상에서 가장 쉽고도 어려운 한 마디를 전할 용기를 주는 마법... "
<b>바다 100층짜리 집</b>,http://book.naver.com/bookdb/book_detail.php?bid=8018469,https://bookthumb-phinf.pstatic.net/cover/080/184/08018469.jpg?type=m1&udate=20150715,이와이 도시오,11000,9900,북뱅크,20140925,8966350275 9788966350278,"지상, 지하에 이어 <b>바다</b>에도 <b>100층짜리 집</b>이 있습니다. <b>바다</b>로 떨어진 인형 '콩이'가 그 곳을 탐험하는 이야기가 담긴 이 책은, 1에서 <b>100</b>까지 숫자를 익히는 동시에 <b>바다</b> 속에 사는 여러 가지 동물들의 특징과 생태까지 알 수 있습니다. 아이들이 <b>바다 100층</b>까지 깊이 내려가는 기분을 최대한 즐길 수 있도록... "
<b>마력의 태동</b> (라플라스의 탄생),http://book.naver.com/bookdb/book_detail.php?bid=14459016,https://bookthumb-phinf.pstatic.net/cover/144/590/14459016.jpg?type=m1&udate=20210203,히가시노 게이고,14000,12600,현대문학,20190130,8972759546 9788972759546,"인류 미지의 미스터리에 도전한 히가시노 게이고!히가시노 게이고 작가 데뷔 30주년 기념작 《라플라스의 마녀》의 프리퀄 『<b>마력의 태동</b>』. 그동안 치밀한 트릭과 반전이 빛나는 본격 추리소설부터 우리 시대의 문제점을 파고든 사회파 작품, 서스펜스, 판타지, SF에 이르기까지 다양한 장르를 오가며..."
<b>21세기를 위한 21가지 제언</b> (더 나은 오늘은 어떻게 가능한가),http://book.naver.com/bookdb/book_detail.php?bid=13912142,https://bookthumb-phinf.pstatic.net/cover/139/121/13912142.jpg?type=m1&udate=20211014,유발 하라리,22000,19800,김영사,20180903,8934982977 9788934982975,"앞으로 10년, 치열한 자아성찰과 새로운 사회정치적 모델을 구상하고 준비해야 한다!보잘것없던 유인원이 어떻게 지구라는 행성의 지배자가 되었는지를 설명하며 과거를 개관한 초대형 베스트셀러 《사피엔스》, 어떻게 인류가 결국에는 신이 될 수 있을 것인가를 추측하며 미래를 탐색한 《호모 데우스..."
<b>하늘 100층짜리 집</b>,http://book.naver.com/bookdb/book_detail.php?bid=12753269,https://bookthumb-phinf.pstatic.net/cover/127/532/12753269.jpg?type=m1&udate=20220302,이와이 도시오,12000,10800,북뱅크,20171225,8966350755 9788966350759,"<b>하늘 100층짜리 집</b>에는 누가누가 살고 있을까요?

기발한 상상력이 돋보이는 색다른 감각의 숫자 그림책 「100층짜리 집」시리즈 제4탄 『<b>하늘 100층짜리 집</b>』. 지상, 지하, 바다에 이어 하늘에도 100층짜리 집이 있습니다. 어린 박새 추피가 <b>하늘 100층짜리 집</b>을 10층, 20층, 30층… 이렇게 10층씩 올라가는 사이... "
<b>그대 눈동자에 건배</b> (히가시노 게이고 소설집),http://book.naver.com/bookdb/book_detail.php?bid=12834987,https://bookthumb-phinf.pstatic.net/cover/128/349/12834987.jpg?type=m1&udate=20210203,히가시노 게이고,14000,12600,현대문학,20171127,8972758426 9788972758426,"마지막까지 예측할 수 없는 미스터리의 쾌감을 선사하는 히가시노 게이고의 매력적인 단편!유머와 페이소스, 짜릿함이 넘치는 아홉 편의 이야기를 담은 히가시노 게이고의 소설집 『<b>그대 눈동자에 건배</b>』. 30여 년의 작가 생활 통산 85번째 단행본인 이 책은 2011년부터 2016년까지 문예지 등에 발표한 아홉 편의... "
"<b>곰돌이 푸, 행복한 일은 매일 있어</b> (아직 <b>행복</b>을 기다리는 우리에게)",http://book.naver.com/bookdb/book_detail.php?bid=13394898,https://bookthumb-phinf.pstatic.net/cover/133/948/13394898.jpg?type=m1&udate=20220215,<b>곰돌이 푸</b>,12000,10800,알에이치코리아,20180312,8925563355 9788925563350,"&#x0D;&#x0D;“푸는 말이야, &#x0D;머리는 별로 좋지 않지만 절대 나쁜 일은 하지 않아!&#x0D;바보 같은 짓을 해도 푸가 하면 잘 돼.”&#x0D;&#x0D;이 책 『<b>곰돌이 푸, 행복한 일은 매일 있어</b>』는 곰돌이 푸의 긍정적인 기운과 ‘나의 삶은 나의 방식으로 정한다’라고 말했던 독일의 철학자 니체의 말 중에서 오늘날의... "
<b>천년의 질문</b> 1 (조정래 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=14930440,https://bookthumb-phinf.pstatic.net/cover/149/304/14930440.jpg?type=m1&udate=20190604,조정래,14800,13320,해냄출판사,20190611,8965746825 9788965746829,"어느 가을 저녁 무렵, 시사주간지 기자 장우진과 그의 대학 후배이자 사회학과 시간강사인 고석민은 종로통 한 선술집에서 오랜만에 회포를 푼다. 아내가 다니던 출판사가 폐업하자 생계에 곤란을 겪게 된 고석민은 고향 선배이자 국회의원인 윤현기가 신문 칼럼을 대신 써달라고 한 평소의 부탁을 들어..."
<b>살인의 문</b> 2,http://book.naver.com/bookdb/book_detail.php?bid=13943534,https://bookthumb-phinf.pstatic.net/cover/139/435/13943534.jpg?type=m1&udate=20200305,히가시노 게이고,14800,13320,재인,20180831,8990982731 9788990982735,"“그놈을 죽이고 싶다”&#x0D;&#x0D;악의 화신인 한 남자, 그리고 일생을 그에게 농락당하는 또 한 남자.&#x0D;두 남자의 끈질긴 악연이 빚어내는 ‘증오’와 ‘살의’에 관한 일대 서사시&#x0D;&#x0D;히가시노 게이고의 장편 『<b>살인의 문</b>』(전 2권)은 어린 시절부터 친구에게 철저히 인생을 농락당해 온 한 남자의 처절한 자기고..."
<b>날씨가 좋으면 찾아가겠어요</b> (이도우 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=13766151,https://bookthumb-phinf.pstatic.net/cover/137/661/13766151.jpg?type=m1&udate=20220112,이도우,13800,12420,시공사,20180628,8952791169 9788952791160,"시골 마을의 낡은 기와집에 자리한 작은 서점을 중심으로 한 용서와 치유 그리고 사랑!《사서함 110호의 우편물》의 저자 이도우가 《잠옷을 입으렴》 이후 6년 만에 펴낸 장편소설 『<b>날씨가 좋으면 찾아가겠어요</b>』. 유년 시절 산에 살았던 어떤 소년, 인생 첫 단골 서점, 미로 같았던 반년간의 여름날, 새벽이... "
<b>할머니의 여름휴가</b> (안녕달 그림책),http://book.naver.com/bookdb/book_detail.php?bid=10750051,https://bookthumb-phinf.pstatic.net/cover/107/500/10750051.jpg?type=m1&udate=20220112,안녕달,12000,10800,창비,20160704,8936454951 9788936454951,이번 여름도 부탁해!《수박 수영장》 작가 안녕달의 두 번째 그림책 『<b>할머니의 여름휴가</b>』가 출간되었습니다. 현실과 환상을 자유롭게 넘나드는 태연한 상상력이 돋보이는 저자 특유의 이야기가 이번에도 '시원한 상상'을 선물합니다. 탁 트인 구도와 맑은 색감으로 표현된 비취빛 바다와 고운 모래톱 장면.... 
<b>꽃을 보듯 너를 본다</b>,http://book.naver.com/bookdb/book_detail.php?bid=9220655,https://bookthumb-phinf.pstatic.net/cover/092/206/09220655.jpg?type=m1&udate=20210715,나태주,10000,9000,지혜,20201130,1157280293 9791157280292,"만인의 심금을 울릴 수 있는 서정시의 진수블랙핑크(BLACKPINK)의 지수와 세계적인 보컬 그룹인 방탄소년단(BTS)의 RM, 송혜교와 박보검 등은 물론 전국민의 애송시인 [풀꽃]이 수록되어있는 나태주 시집 [<b>꽃을 보듯 너를 본다</b>]. “자세히 보아야/ 예쁘다//오래 보아야/사랑스럽다//너도 그렇다.” 나태주 시인의... "
<b>오베라는 남자</b>,http://book.naver.com/bookdb/book_detail.php?bid=9053751,https://bookthumb-phinf.pstatic.net/cover/090/537/09053751.jpg?type=m1&udate=20210728,프레드릭 배크만,13800,12420,다산책방,20150520,1130605213 9791130605210,"웬만하면 마주치고 싶지 않은 까칠한 이웃 <b>남자</b>, <b>오베</b>가 나타났다!무엇이든 발길질을 하며 상태를 확인하는 <b>남자</b>. BMW 운전자와는 말도 섞지 않는 <b>남자</b>. 키보드 없는 아이패드에 분노하는 <b>남자</b>. 매일 아침 6시 15분 전 알람도 없이 깨어나 항상 같은 시간, 같은 양의 커피를 내려 아내와 한 잔씩 나누어 마시고 마을... "
<b>장수탕 선녀님</b> (책 읽는 곰 7),http://book.naver.com/bookdb/book_detail.php?bid=6992205,https://bookthumb-phinf.pstatic.net/cover/069/922/06992205.jpg?type=m1&udate=20220326,백희나,11000,9900,책읽는곰,20120830,8993242704 9788993242706,"&#x0D;나만의 비밀 친구, <b>장수탕</b>의 <b>선녀</b> 할머니와 함께!&#x0D;&#x0D;덕지가 사는 동네에는 아주아주 오래된 목욕탕인 ‘<b>장수탕</b>’이 있습니다. 큰길에 새로 생긴 스파 랜드에는 불가마도 있고, 게임방도 있고, 얼음방도 있다는데…. 엄마는 아랑곳하지 않고 오늘도 덕지를 달고 <b>장수탕</b>으로 향합니다. 낡아빠진 사물함과..."
<b>미등록자</b>,http://book.naver.com/bookdb/book_detail.php?bid=14107787,https://bookthumb-phinf.pstatic.net/cover/141/077/14107787.jpg?type=m1&udate=20211206,히가시노 게이고,13800,12420,비채,20181022,8934982969 9788934982968,"DNA라는 소재를 전면에 당당하게 내세운 거대한 이야기!

국가가 검거율 백 퍼센트를 표방하며 국민의 DNA 정보를 수집한다는 근미래를 배경으로 과학과 기술이 특정 목적을 위해 오용된다면 얼마나 무서운 흉기로 돌변하는지에 대해 묵직한 메시지를 전하는 『<b>미등록자</b>』. 일본의 인기 아이돌 아라시의..."
<b>91층 나무 집</b>,http://book.naver.com/bookdb/book_detail.php?bid=13240127,https://bookthumb-phinf.pstatic.net/cover/132/401/13240127.jpg?type=m1&udate=20181018,앤디 그리피스,12000,10800,시공주니어,20180301,8952786475 9788952786470,"독자들이 들썩들썩!&#x0D;&#x0D;* 프랑스, 미국, 독일, 일본 등 전 세계 25개국 출간!&#x0D;* 『뉴욕타임스』 베스트셀러 작가가 자신 있게 선보이는 책!&#x0D;* 3년 연속 호주출판업상(ABIA) 올해의 어린이책 상 수상 &#x0D;* 2015 호주출판업상(ABIA) 올해의 어린이책 상 수상 &#x0D;* 환경정의 선정 올해의 환경책 수상  * 국립어린..."
<b>쾌락독서</b> (개인주의자 문유석의 유쾌한 책 읽기),http://book.naver.com/bookdb/book_detail.php?bid=14300278,https://bookthumb-phinf.pstatic.net/cover/143/002/14300278.jpg?type=m1&udate=20200519,문유석,13500,12150,문학동네,20181212,8954653847 9788954653848,"책 중독자로 살아온 문유석 판사의 즐거운 독서 놀이!글 쓰는 판사, 소문난 다독가로 알려진 《개인주의자 선언》, 《미스 함무라비》의 저자 문유석의 독서 에세이 『<b>쾌락독서</b>』. 초등학생 시절부터 책 읽기에 빠져 성인용 책은 물론, 신문의 광고와 부고까지 읽는 책 중독자였던 저자가 어린 시절부터 지금까지... "
<b>엄마의 말하기 연습</b> (화내지 않고 상처 주지 않고 진심을 전하는),http://book.naver.com/bookdb/book_detail.php?bid=13377673,https://bookthumb-phinf.pstatic.net/cover/133/776/13377673.jpg?type=m1&udate=20210420,박재연,14800,13320,한빛라이프,20180226,1188007130 9791188007134,엄마들의 마음을 위로하고 아이의 자존감을 회복하게 해주는 대화의 기술!아이의 마음을 현명하게 어루만지고 자존감 높은 아이로 만들어주는 대화의 방법을 소개하는 『<b>엄마의 말하기 연습</b>』. 저자가 오랫동안 부모와 교사들을 대상으로 진행해온 대화 훈련 사례와 ‘맘스라디오-박재연의 공감톡’을 통해... 
"<b>진이, 지니</b>",http://book.naver.com/bookdb/book_detail.php?bid=14959068,https://bookthumb-phinf.pstatic.net/cover/149/590/14959068.jpg?type=m1&udate=20210720,정유정,14000,12600,은행나무,20190527,1189982145 9791189982140,"새롭고, 경쾌하고, 자유로운 이야기로 돌아온 정유정이 펼쳐낸 또 다른 세계!「악의 3부작」이라고도 불리는 《7년의 밤》, 《28》, 《종의 기원》을 통해 인간 내면의 어두운 숲을 탐색하는 고도의 긴장감과 극한의 드라마를 그려온 정유정이 3년 만에 선보이는 신작 장편소설 『<b>진이, 지니</b>』. 인간과 가장 흡사한... "
<b>완벽하지 않은 것들에 대한 사랑</b> (온전한 나를 위한 혜민 스님의 따뜻한 응원),http://book.naver.com/bookdb/book_detail.php?bid=10129166,https://bookthumb-phinf.pstatic.net/cover/101/291/10129166.jpg?type=m1&udate=20220101,혜민,14800,13320,수오서재,20160203,1195322186 9791195322183,"‘나’ 자신과 세상을 향한 온전한 사랑의 길로 안내하는 혜민 스님의 따뜻한 응원의 메시지.혜민 스님이 《멈추면, 비로소 보이는 것들》이후 4년 만에 신작『<b>완벽하지 않은 것들에 대한 사랑</b>』으로 돌아왔다. 이 책에는 완벽하지 않은 것들로 가득한 나 자신과 가족, 친구, 동료, 나아가 이 세상을 향한 온전한... "
<b>호모 데우스</b> (미래의 역사),http://book.naver.com/bookdb/book_detail.php?bid=12011269,https://bookthumb-phinf.pstatic.net/cover/120/112/12011269.jpg?type=m1&udate=20220203,유발 하라리,22000,19800,김영사,20170519,8934977841 9788934977841,"신이 된 인간, 우리는 어디로 가고 있는가?‘사피엔스 신드롬’을 일으키며 전 세계적으로 폭발적 반응을 불러왔던 《사피엔스》의 저자 유발 하라리가 미래에 대한 전망을 담은 『<b>호모 데우스</b>』로 돌아왔다. 지구를 평정하고 신에 도전하는 인간은 어떤 운명을 만들 것인지, 인간의 진화는 거듭할 것인지..."
